POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM ESTE,NU_COORD_UTM NORTE,°API
LB 2578,4-abr-11,4,2011,16,14,0.13,CC10,266083.24,1117542.76,11.5
LB 2578,14-may-11,5,2011,13,12,0.08,CC10,266083.24,1117542.76,11.5
LB 2578,6-jun-11,6,2011,10,9,0.1,CC10,266083.24,1117542.76,11.5
LB 2578,2-sep-11,9,2011,14,12,0.14,CC10,266083.24,1117542.76,11.5
LB 2578,12-ene-12,1,2012,11,10,0.09,CC10,266083.24,1117542.76,11.5
LB 2578,21-feb-12,2,2012,10,9,0.1,CC10,266083.24,1117542.76,11.5
LB 2578,17-abr-12,4,2012,10,9,0.1,CC10,266083.24,1117542.76,11.5
LB 2578,14-jun-12,6,2012,8,7,0.13,CC10,266083.24,1117542.76,11.5
LB 2578,29-jul-12,7,2012,8,7,0.13,CC10,266083.24,1117542.76,11.5
LB 2578,28-ago-12,8,2012,9,8,0.11,CC10,266083.24,1117542.76,11.5
LB 2578,9-sep-12,9,2012,9,8,0.11,CC10,266083.24,1117542.76,11.5
LB 2578,3-ene-13,1,2013,7,6,0.14,CC10,266083.24,1117542.76,11.5
LB 2578,28-dic-13,12,2013,71,25,0.65,CC10,266083.24,1117542.76,11.5
LB 2578,22-ene-14,1,2014,105,31,0.7,CC10,266083.24,1117542.76,11.5
LB 2578,25-feb-14,2,2014,85,54,0.36,CC10,266083.24,1117542.76,11.5
LB 2578,7-mar-14,3,2014,76,48,0.37,CC10,266083.24,1117542.76,11.5
LB 2578,11-abr-14,4,2014,40,28,0.3,CC10,266083.24,1117542.76,11.5
LB 2580,29-ago-10,8,2010,6,5,0.17,CC10,266075.76,1118013.71,10
LB 2581,17-ene-09,1,2009,19,11,0.42,CC10,265880.64,1117893.97,10.9
LB 2581,18-ago-09,8,2009,9,7,0.22,CC10,265880.64,1117893.97,10.9
LB 2581,5-may-11,5,2011,5,3,0.4,CC10,265880.64,1117893.97,10.9
LB 2581,26-ago-11,8,2011,7,5,0.29,CC10,265880.64,1117893.97,10.9
LB 2581,4-may-13,5,2013,9,6,0.33,CC10,265880.64,1117893.97,10.9
LB 2581,8-ene-14,1,2014,87,55,0.37,CC10,265880.64,1117893.97,10.9
LB 2581,19-feb-14,2,2014,51,29,0.43,CC10,265880.64,1117893.97,10.9
LB 2581,16-mar-14,3,2014,53,30,0.43,CC10,265880.64,1117893.97,10.9
LB 2581,24-abr-14,4,2014,47,25,0.47,CC10,265880.64,1117893.97,10.9
LB 2582,8-ene-09,1,2009,36,33,0.08,CC10,265954.78,1117312.11,10
LB 2582,4-jun-09,6,2009,48,39,0.19,CC10,265954.78,1117312.11,10
LB 2582,2-jul-09,7,2009,52,40,0.23,CC10,265954.78,1117312.11,10
LB 2582,6-sep-09,9,2009,13,10,0.23,CC10,265954.78,1117312.11,10
LB 2582,7-oct-09,10,2009,42,32,0.24,CC10,265954.78,1117312.11,10
LB 2582,2-dic-09,12,2009,40,31,0.23,CC10,265954.78,1117312.11,10
LB 2582,11-abr-10,4,2010,35,27,0.23,CC10,265954.78,1117312.11,10
LB 2582,7-may-10,5,2010,30,23,0.23,CC10,265954.78,1117312.11,10
LB 2582,11-jun-10,6,2010,11,8,0.27,CC10,265954.78,1117312.11,10
LB 2582,12-jul-10,7,2010,12,9,0.25,CC10,265954.78,1117312.11,10
LB 2582,11-ago-10,8,2010,3,2,0.33,CC10,265954.78,1117312.11,10
LB 2582,16-sep-10,9,2010,11,8,0.27,CC10,265954.78,1117312.11,10
LB 2582,7-oct-10,10,2010,26,20,0.23,CC10,265954.78,1117312.11,10
LB 2582,23-ene-11,1,2011,12,9,0.25,CC10,265954.78,1117312.11,10
LB 2582,11-jun-11,6,2011,19,15,0.21,CC10,265954.78,1117312.11,10
LB 2582,10-jul-11,7,2011,19,15,0.21,CC10,265954.78,1117312.11,10
LB 2582,4-oct-11,10,2011,15,12,0.2,CC10,265954.78,1117312.11,10
LB 2582,17-dic-11,12,2011,11,8,0.27,CC10,265954.78,1117312.11,10
LB 2582,18-feb-12,2,2012,9,7,0.22,CC10,265954.78,1117312.11,10
LB 2582,6-nov-12,11,2012,8,6,0.25,CC10,265954.78,1117312.11,10
LB 2582,22-jul-13,7,2013,8,6,0.25,CC10,265954.78,1117312.11,10
LB 2582,4-ene-14,1,2014,40,31,0.23,CC10,265954.78,1117312.11,10
LB 2582,3-feb-14,2,2014,47,36,0.23,CC10,265954.78,1117312.11,10
LB 2583,29-dic-09,12,2009,97,77,0.21,CC10,266282.89,1117661.86,10.3
LB 2583,30-mar-10,3,2010,9,7,0.22,CC10,266282.89,1117661.86,10.3
LB 2583,31-may-10,5,2010,13,10,0.23,CC10,266282.89,1117661.86,10.3
LB 2583,17-abr-12,4,2012,10,8,0.2,CC10,266282.89,1117661.86,10.3
LB 2583,17-jul-13,7,2013,18,14,0.22,CC10,266282.89,1117661.86,10.3
LB 2583,15-dic-13,12,2013,14,11,0.21,CC10,266282.89,1117661.86,10.3
LB 2583,15-mar-14,3,2014,13,10,0.23,CC10,266282.89,1117661.86,10.3
LB 2583,16-abr-14,4,2014,15,12,0.2,CC10,266282.89,1117661.86,10.3
LB 2584,7-ene-09,1,2009,84,58,0.31,CC10,265874.42,1117207.12,11.7
LB 2584,27-feb-09,2,2009,50,30,0.4,CC10,265874.42,1117207.12,11.7
LB 2584,3-mar-09,3,2009,47,28,0.4,CC10,265874.42,1117207.12,11.7
LB 2584,18-may-09,5,2009,86,46,0.47,CC10,265874.42,1117207.12,11.7
LB 2584,8-jun-09,6,2009,61,32,0.48,CC10,265874.42,1117207.12,11.7
LB 2584,12-sep-10,9,2010,116,50,0.57,CC10,265874.42,1117207.12,11.7
LB 2584,3-oct-10,10,2010,98,85,0.13,CC10,265874.42,1117207.12,11.7
LB 2584,25-nov-10,11,2010,78,68,0.13,CC10,265874.42,1117207.12,11.7
LB 2584,20-ene-11,1,2011,80,69,0.14,CC10,265874.42,1117207.12,11.7
LB 2584,10-feb-11,2,2011,78,68,0.13,CC10,265874.42,1117207.12,11.7
LB 2584,11-mar-11,3,2011,71,55,0.23,CC10,265874.42,1117207.12,11.7
LB 2584,29-jun-11,6,2011,67,52,0.22,CC10,265874.42,1117207.12,11.7
LB 2584,3-ago-11,8,2011,63,48,0.24,CC10,265874.42,1117207.12,11.7
LB 2584,16-feb-12,2,2012,53,41,0.23,CC10,265874.42,1117207.12,11.7
LB 2584,2-jun-12,6,2012,58,45,0.22,CC10,265874.42,1117207.12,11.7
LB 2584,14-dic-12,12,2012,82,63,0.23,CC10,265874.42,1117207.12,11.7
LB 2584,8-ene-13,1,2013,68,52,0.24,CC10,265874.42,1117207.12,11.7
LB 2584,3-feb-13,2,2013,48,37,0.23,CC10,265874.42,1117207.12,11.7
LB 2584,10-ago-13,8,2013,33,25,0.24,CC10,265874.42,1117207.12,11.7
LB 2584,12-nov-13,11,2013,35,1,0.97,CC10,265874.42,1117207.12,11.7
LB 2584,6-dic-13,12,2013,32,18,0.44,CC10,265874.42,1117207.12,11.7
LB 2584,9-ene-14,1,2014,81,56,0.31,CC10,265874.42,1117207.12,11.7
LB 2584,2-feb-14,2,2014,97,67,0.31,CC10,265874.42,1117207.12,11.7
LB 2584,31-mar-14,3,2014,73,50,0.32,CC10,265874.42,1117207.12,11.7
LB 2584,2-abr-14,4,2014,68,47,0.31,CC10,265874.42,1117207.12,11.7
LB 2585,7-ago-09,8,2009,7,6,0.14,CC10,265949.64,1117774.06,11.3
LB 2585,25-ene-10,1,2010,14,12,0.14,CC10,265949.64,1117774.06,11.3
LB 2585,21-dic-10,12,2010,10,9,0.1,CC10,265949.64,1117774.06,11.3
LB 2585,21-jul-11,7,2011,7,6,0.14,CC10,265949.64,1117774.06,11.3
LB 2585,21-abr-12,4,2012,5,4,0.2,CC10,265949.64,1117774.06,11.3
LB 2585,28-ago-13,8,2013,5,5,0,CC10,265949.64,1117774.06,11.3
LB 2585,18-nov-13,11,2013,13,12,0.08,CC10,265949.64,1117774.06,11.3
LB 2585,10-abr-14,4,2014,123,61,0.5,CC10,265949.64,1117774.06,11.3
LB 2585,9-may-14,5,2014,158,122,0.23,CC10,265949.64,1117774.06,11.3
LB 2586,22-ene-09,1,2009,10,7,0.3,CC10,265760.42,1117658.70,10
LB 2586,8-feb-09,2,2009,9,6,0.33,CC10,265760.42,1117658.70,10
LB 2586,25-oct-09,10,2009,10,8,0.2,CC10,265760.42,1117658.70,10
LB 2586,19-mar-10,3,2010,13,11,0.15,CC10,265760.42,1117658.70,10
LB 2586,25-jul-11,7,2011,12,10,0.17,CC10,265760.42,1117658.70,10
LB 2586,8-ago-11,8,2011,12,10,0.17,CC10,265760.42,1117658.70,10
LB 2586,4-mar-12,3,2012,10,8,0.2,CC10,265760.42,1117658.70,10
LB 2586,17-abr-12,4,2012,8,6,0.25,CC10,265760.42,1117658.70,10
LB 2586,24-mar-13,3,2013,9,7,0.22,CC10,265760.42,1117658.70,10
LB 2586,13-oct-13,10,2013,10,8,0.2,CC10,265760.42,1117658.70,10
LB 2586,5-ene-14,1,2014,5,4,0.2,CC10,265760.42,1117658.70,10
LB 2588,29-oct-09,10,2009,71,67,0.06,CC10,265883.07,1117654.57,16.9
LB 2588,5-nov-09,11,2009,42,39,0.07,CC10,265883.07,1117654.57,16.9
LB 2588,16-dic-09,12,2009,32,30,0.06,CC10,265883.07,1117654.57,16.9
LB 2588,7-jun-10,6,2010,11,10,0.09,CC10,265883.07,1117654.57,16.9
LB 2588,17-sep-10,9,2010,13,10,0.23,CC10,265883.07,1117654.57,16.9
LB 2588,24-nov-10,11,2010,10,8,0.2,CC10,265883.07,1117654.57,16.9
LB 2588,28-ene-14,1,2014,58,1,0.98,CC10,265883.07,1117654.57,16.9
LB 2588,13-abr-14,4,2014,42,18,0.57,CC10,265883.07,1117654.57,16.9
LB 2589,30-ene-09,1,2009,8,8,0,CC10,266478.92,1117538.25,11.3
LB 2589,27-feb-09,2,2009,11,10,0.09,CC10,266478.92,1117538.25,11.3
LB 2589,17-ene-12,1,2012,10,9,0.1,CC10,266478.92,1117538.25,11.3
LB 2589,23-mar-12,3,2012,7,6,0.14,CC10,266478.92,1117538.25,11.3
LB 2589,16-jun-12,6,2012,6,5,0.17,CC10,266478.92,1117538.25,11.3
LB 2589,20-jul-12,7,2012,4,4,0,CC10,266478.92,1117538.25,11.3
LB 2589,24-feb-13,2,2013,13,12,0.08,CC10,266478.92,1117538.25,11.3
LB 2589,22-nov-13,11,2013,13,12,0.08,CC10,266478.92,1117538.25,11.3
LB 2589,18-dic-13,12,2013,8,7,0.13,CC10,266478.92,1117538.25,11.3
LB 2589,17-ene-14,1,2014,6,5,0.17,CC10,266478.92,1117538.25,11.3
LB 2589,16-mar-14,3,2014,6,5,0.17,CC10,266478.92,1117538.25,11.3
LB 2589,15-abr-14,4,2014,13,12,0.08,CC10,266478.92,1117538.25,11.3
LB 2590,12-mar-09,3,2009,23,12,0.48,CC10,265747.42,1117891.07,10
LB 2590,14-abr-09,4,2009,17,10,0.41,CC10,265747.42,1117891.07,10
LB 2590,20-jul-09,7,2009,11,6,0.45,CC10,265747.42,1117891.07,10
LB 2590,11-jun-10,6,2010,15,11,0.27,CC10,265747.42,1117891.07,10
LB 2590,18-ago-10,8,2010,23,16,0.3,CC10,265747.42,1117891.07,10
LB 2590,28-abr-11,4,2011,15,12,0.2,CC10,265747.42,1117891.07,10
LB 2590,15-may-13,5,2013,12,9,0.25,CC10,265747.42,1117891.07,10
LB 2590,10-jun-13,6,2013,7,6,0.14,CC10,265747.42,1117891.07,10
LB 2590,14-jul-13,7,2013,8,6,0.25,CC10,265747.42,1117891.07,10
LB 2590,29-ago-13,8,2013,16,13,0.19,CC10,265747.42,1117891.07,10
LB 2590,18-oct-13,10,2013,8,6,0.25,CC10,265747.42,1117891.07,10
LB 2590,20-nov-13,11,2013,9,7,0.22,CC10,265747.42,1117891.07,10
LB 2590,13-dic-13,12,2013,10,8,0.2,CC10,265747.42,1117891.07,10
LB 2593,6-ene-09,1,2009,14,12,0.14,CC10,266678.21,1117653.44,10.7
LB 2593,24-feb-09,2,2009,10,9,0.1,CC10,266678.21,1117653.44,10.7
LB 2593,30-sep-09,9,2009,13,11,0.15,CC10,266678.21,1117653.44,10.7
LB 2593,29-oct-09,10,2009,7,6,0.14,CC10,266678.21,1117653.44,10.7
LB 2593,24-ago-11,8,2011,7,6,0.14,CC10,266678.21,1117653.44,10.7
LB 2593,30-abr-12,4,2012,7,6,0.14,CC10,266678.21,1117653.44,10.7
LB 2593,24-may-12,5,2012,10,9,0.1,CC10,266678.21,1117653.44,10.7
LB 2593,9-jun-12,6,2012,9,8,0.11,CC10,266678.21,1117653.44,10.7
LB 2593,16-jul-12,7,2012,6,5,0.17,CC10,266678.21,1117653.44,10.7
LB 2593,26-feb-13,2,2013,5,4,0.2,CC10,266678.21,1117653.44,10.7
LB 2593,24-jun-13,6,2013,5,4,0.2,CC10,266678.21,1117653.44,10.7
LB 2593,26-ago-13,8,2013,4,3,0.25,CC10,266678.21,1117653.44,10.7
LB 2593,20-sep-13,9,2013,9,8,0.11,CC10,266678.21,1117653.44,10.7
LB 2593,14-nov-13,11,2013,6,5,0.17,CC10,266678.21,1117653.44,10.7
LB 2593,27-mar-14,3,2014,6,5,0.17,CC10,266678.21,1117653.44,10.7
LB 2593,24-abr-14,4,2014,5,4,0.2,CC10,266678.21,1117653.44,10.7
LB 2594,3-ene-09,1,2009,39,30,0.23,CC10,265949.94,1118005.58,11.5
LB 2594,14-feb-09,2,2009,35,27,0.23,CC10,265949.94,1118005.58,11.5
LB 2594,9-jul-09,7,2009,55,42,0.24,CC10,265949.94,1118005.58,11.5
LB 2594,9-ago-09,8,2009,54,42,0.22,CC10,265949.94,1118005.58,11.5
LB 2594,20-ene-10,1,2010,48,19,0.6,CC10,265949.94,1118005.58,11.5
LB 2594,22-mar-10,3,2010,43,18,0.58,CC10,265949.94,1118005.58,11.5
LB 2594,12-may-10,5,2010,38,16,0.58,CC10,265949.94,1118005.58,11.5
LB 2594,19-ago-10,8,2010,42,17,0.6,CC10,265949.94,1118005.58,11.5
LB 2594,22-oct-10,10,2010,40,17,0.58,CC10,265949.94,1118005.58,11.5
LB 2594,14-mar-11,3,2011,38,16,0.58,CC10,265949.94,1118005.58,11.5
LB 2594,15-may-11,5,2011,31,13,0.58,CC10,265949.94,1118005.58,11.5
LB 2594,16-abr-12,4,2012,17,7,0.59,CC10,265949.94,1118005.58,11.5
LB 2594,5-jun-13,6,2013,20,8,0.6,CC10,265949.94,1118005.58,11.5
LB 2594,20-nov-13,11,2013,8,6,0.25,CC10,265949.94,1118005.58,11.5
LB 2594,16-ene-14,1,2014,31,25,0.19,CC10,265949.94,1118005.58,11.5
LB 2596,26-abr-09,4,2009,6,5,0.17,CC10,266749.24,1118243.13,10.3
LB 2596,27-sep-09,9,2009,5,5,0,CC10,266749.24,1118243.13,10.3
LB 2596,12-mar-12,3,2012,7,6,0.14,CC10,266749.24,1118243.13,10.3
LB 2596,26-abr-12,4,2012,6,5,0.17,CC10,266749.24,1118243.13,10.3
LB 2596,7-jun-13,6,2013,7,6,0.14,CC10,266749.24,1118243.13,10.3
LB 2596,10-jul-13,7,2013,5,4,0.2,CC10,266749.24,1118243.13,10.3
LB 2596,26-ago-13,8,2013,5,4,0.2,CC10,266749.24,1118243.13,10.3
LB 2596,26-sep-13,9,2013,6,5,0.17,CC10,266749.24,1118243.13,10.3
LB 2596,27-ene-14,1,2014,7,6,0.14,CC10,266749.24,1118243.13,10.3
LB 2596,20-mar-14,3,2014,6,5,0.17,CC10,266749.24,1118243.13,10.3
LB 2598,21-abr-10,4,2010,8,6,0.25,CC10,266680.70,1118345.13,11
LB 2598,28-ago-11,8,2011,10,7,0.3,CC10,266680.70,1118345.13,11
LB 2598,23-feb-12,2,2012,8,6,0.25,CC10,266680.70,1118345.13,11
LB 2598,13-mar-12,3,2012,8,6,0.25,CC10,266680.70,1118345.13,11
LB 2598,18-jun-12,6,2012,10,7,0.3,CC10,266680.70,1118345.13,11
LB 2598,10-abr-13,4,2013,10,7,0.3,CC10,266680.70,1118345.13,11
LB 2598,17-jun-13,6,2013,7,5,0.29,CC10,266680.70,1118345.13,11
LB 2598,29-ago-13,8,2013,9,6,0.33,CC10,266680.70,1118345.13,11
LB 2598,27-sep-13,9,2013,5,3,0.4,CC10,266680.70,1118345.13,11
LB 2598,4-oct-13,10,2013,16,11,0.31,CC10,266680.70,1118345.13,11
LB 2598,26-ene-14,1,2014,14,10,0.29,CC10,266680.70,1118345.13,11
LB 2598,12-feb-14,2,2014,13,9,0.31,CC10,266680.70,1118345.13,11
LB 2598,26-mar-14,3,2014,9,6,0.33,CC10,266680.70,1118345.13,11
LB 2598,11-abr-14,4,2014,8,6,0.25,CC10,266680.70,1118345.13,11
LB 2599,18-feb-09,2,2009,28,19,0.32,CC10,266149.56,1118116.04,10
LB 2599,18-mar-09,3,2009,24,16,0.33,CC10,266149.56,1118116.04,10
LB 2599,3-may-09,5,2009,36,24,0.33,CC10,266149.56,1118116.04,10
LB 2599,21-sep-09,9,2009,40,30,0.25,CC10,266149.56,1118116.04,10
LB 2599,7-oct-09,10,2009,38,28,0.26,CC10,266149.56,1118116.04,10
LB 2599,15-mar-10,3,2010,38,26,0.32,CC10,266149.56,1118116.04,10
LB 2599,8-may-10,5,2010,29,20,0.31,CC10,266149.56,1118116.04,10
LB 2599,8-jul-10,7,2010,24,17,0.29,CC10,266149.56,1118116.04,10
LB 2599,15-ago-10,8,2010,25,17,0.32,CC10,266149.56,1118116.04,10
LB 2599,17-dic-10,12,2010,11,8,0.27,CC10,266149.56,1118116.04,10
LB 2599,29-ene-11,1,2011,34,23,0.32,CC10,266149.56,1118116.04,10
LB 2599,2-feb-11,2,2011,28,19,0.32,CC10,266149.56,1118116.04,10
LB 2599,12-mar-11,3,2011,27,19,0.3,CC10,266149.56,1118116.04,10
LB 2599,10-abr-11,4,2011,22,15,0.32,CC10,266149.56,1118116.04,10
LB 2599,10-oct-13,10,2013,145,100,0.31,CC10,266149.56,1118116.04,10
LB 2599,23-nov-13,11,2013,187,114,0.39,CC10,266149.56,1118116.04,10
LB 2599,15-dic-13,12,2013,201,107,0.47,CC10,266149.56,1118116.04,10
LB 2599,3-feb-14,2,2014,195,104,0.47,CC10,266149.56,1118116.04,10
LB 2599,16-abr-14,4,2014,172,92,0.47,CC10,266149.56,1118116.04,10
LB 2602,12-ene-09,1,2009,7,6,0.14,CC10,266680.92,1118111.36,11.4
LB 2602,23-mar-09,3,2009,9,8,0.11,CC10,266680.92,1118111.36,11.4
LB 2602,27-may-09,5,2009,9,8,0.11,CC10,266680.92,1118111.36,11.4
LB 2602,19-sep-11,9,2011,8,7,0.13,CC10,266680.92,1118111.36,11.4
LB 2602,18-mar-12,3,2012,7,6,0.14,CC10,266680.92,1118111.36,11.4
LB 2602,22-jun-12,6,2012,5,5,0,CC10,266680.92,1118111.36,11.4
LB 2602,2-jul-12,7,2012,6,5,0.17,CC10,266680.92,1118111.36,11.4
LB 2602,8-ago-12,8,2012,8,7,0.13,CC10,266680.92,1118111.36,11.4
LB 2602,17-sep-13,9,2013,10,9,0.1,CC10,266680.92,1118111.36,11.4
LB 2602,13-ene-14,1,2014,11,10,0.09,CC10,266680.92,1118111.36,11.4
LB 2602,10-feb-14,2,2014,9,8,0.11,CC10,266680.92,1118111.36,11.4
LB 2606,29-ago-10,8,2010,10,9,0.1,CC10,266544.81,1118112.88,11.7
LB 2606,18-sep-10,9,2010,10,9,0.1,CC10,266544.81,1118112.88,11.7
LB 2606,15-nov-10,11,2010,10,9,0.1,CC10,266544.81,1118112.88,11.7
LB 2606,8-mar-11,3,2011,11,10,0.09,CC10,266544.81,1118112.88,11.7
LB 2606,25-jun-11,6,2011,15,13,0.13,CC10,266544.81,1118112.88,11.7
LB 2606,4-feb-12,2,2012,12,10,0.17,CC10,266544.81,1118112.88,11.7
LB 2606,8-may-13,5,2013,7,6,0.14,CC10,266544.81,1118112.88,11.7
LB 2606,28-ago-13,8,2013,15,13,0.13,CC10,266544.81,1118112.88,11.7
LB 2606,8-nov-13,11,2013,7,6,0.14,CC10,266544.81,1118112.88,11.7
LB 2607,31-ene-09,1,2009,7,6,0.14,CC9,264066.23,1115934.02,11.6
LB 2607,26-feb-09,2,2009,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,13-mar-09,3,2009,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,29-abr-09,4,2009,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,15-may-09,5,2009,5,5,0,CC9,264066.23,1115934.02,11.6
LB 2607,12-jun-09,6,2009,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,9-jul-09,7,2009,5,5,0,CC9,264066.23,1115934.02,11.6
LB 2607,22-ago-09,8,2009,10,10,0,CC9,264066.23,1115934.02,11.6
LB 2607,29-sep-09,9,2009,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,22-oct-09,10,2009,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,9-nov-09,11,2009,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,11-dic-09,12,2009,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,31-ene-10,1,2010,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,7-feb-10,2,2010,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,11-mar-10,3,2010,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,13-abr-10,4,2010,5,5,0,CC9,264066.23,1115934.02,11.6
LB 2607,10-may-10,5,2010,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,24-ago-11,8,2011,10,10,0,CC9,264066.23,1115934.02,11.6
LB 2607,4-sep-11,9,2011,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,18-ene-12,1,2012,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,13-feb-12,2,2012,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,30-mar-12,3,2012,8,8,0,CC9,264066.23,1115934.02,11.6
LB 2607,16-abr-12,4,2012,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,8-jun-12,6,2012,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,7-feb-13,2,2013,7,7,0,CC9,264066.23,1115934.02,11.6
LB 2607,16-mar-13,3,2013,9,9,0,CC9,264066.23,1115934.02,11.6
LB 2607,6-jun-13,6,2013,9,9,0,CC9,264066.23,1115934.02,11.6
LB 2607,4-nov-13,11,2013,6,6,0,CC9,264066.23,1115934.02,11.6
LB 2607,6-mar-14,3,2014,76,48,0.37,CC9,264066.23,1115934.02,11.6
LB 2607,12-abr-14,4,2014,83,66,0.2,CC9,264066.23,1115934.02,11.6
LB 2607,2-may-14,5,2014,82,65,0.21,CC9,264066.23,1115934.02,11.6
LB 2608,18-mar-09,3,2009,20,15,0.25,CC10,266149.03,1117891.38,11.6
LB 2608,29-abr-09,4,2009,11,8,0.27,CC10,266149.03,1117891.38,11.6
LB 2608,21-ago-09,8,2009,37,25,0.32,CC10,266149.03,1117891.38,11.6
LB 2608,19-sep-09,9,2009,19,13,0.32,CC10,266149.03,1117891.38,11.6
LB 2608,19-oct-09,10,2009,37,25,0.32,CC10,266149.03,1117891.38,11.6
LB 2608,18-jul-10,7,2010,45,30,0.33,CC10,266149.03,1117891.38,11.6
LB 2608,18-nov-10,11,2010,32,21,0.34,CC10,266149.03,1117891.38,11.6
LB 2608,30-ago-13,8,2013,13,9,0.31,CC10,266149.03,1117891.38,11.6
LB 2608,16-nov-13,11,2013,12,8,0.33,CC10,266149.03,1117891.38,11.6
LB 2608,5-dic-13,12,2013,20,13,0.35,CC10,266149.03,1117891.38,11.6
LB 2611,21-ene-09,1,2009,15,12,0.2,DD10,265016.72,1115856.77,12.6
LB 2611,29-may-09,5,2009,10,9,0.1,DD10,265016.72,1115856.77,12.6
LB 2611,7-nov-10,11,2010,9,8,0.11,DD10,265016.72,1115856.77,12.6
LB 2611,30-dic-10,12,2010,13,11,0.15,DD10,265016.72,1115856.77,12.6
LB 2611,2-feb-11,2,2011,8,7,0.13,DD10,265016.72,1115856.77,12.6
LB 2611,9-mar-11,3,2011,8,7,0.13,DD10,265016.72,1115856.77,12.6
LB 2611,21-abr-11,4,2011,12,10,0.17,DD10,265016.72,1115856.77,12.6
LB 2611,22-sep-11,9,2011,14,12,0.14,DD10,265016.72,1115856.77,12.6
LB 2611,19-jun-12,6,2012,12,10,0.17,DD10,265016.72,1115856.77,12.6
LB 2611,3-sep-13,9,2013,19,17,0.11,DD10,265016.72,1115856.77,12.6
LB 2612,15-ene-09,1,2009,11,10,0.09,EE9,264901.05,1115128.42,11.7
LB 2612,14-feb-09,2,2009,10,9,0.1,EE9,264901.05,1115128.42,11.7
LB 2612,29-mar-09,3,2009,9,8,0.11,EE9,264901.05,1115128.42,11.7
LB 2612,14-abr-09,4,2009,12,11,0.08,EE9,264901.05,1115128.42,11.7
LB 2612,14-may-09,5,2009,7,6,0.14,EE9,264901.05,1115128.42,11.7
LB 2612,24-jun-09,6,2009,10,9,0.1,EE9,264901.05,1115128.42,11.7
LB 2612,22-jul-09,7,2009,14,12,0.14,EE9,264901.05,1115128.42,11.7
LB 2612,14-ago-09,8,2009,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,7-sep-09,9,2009,11,10,0.09,EE9,264901.05,1115128.42,11.7
LB 2612,17-oct-09,10,2009,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,25-nov-09,11,2009,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,15-dic-09,12,2009,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,22-ene-10,1,2010,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,20-feb-10,2,2010,11,10,0.09,EE9,264901.05,1115128.42,11.7
LB 2612,30-mar-10,3,2010,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,26-may-10,5,2010,11,11,0,EE9,264901.05,1115128.42,11.7
LB 2612,23-jun-10,6,2010,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,19-jul-10,7,2010,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,27-ago-10,8,2010,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,11-sep-10,9,2010,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,22-oct-10,10,2010,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,14-nov-10,11,2010,12,12,0,EE9,264901.05,1115128.42,11.7
LB 2612,23-dic-10,12,2010,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,19-ene-11,1,2011,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,13-feb-11,2,2011,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,27-mar-11,3,2011,9,9,0,EE9,264901.05,1115128.42,11.7
LB 2612,24-abr-11,4,2011,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,23-may-11,5,2011,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,27-jun-11,6,2011,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,28-feb-12,2,2012,7,7,0,EE9,264901.05,1115128.42,11.7
LB 2612,23-mar-12,3,2012,10,10,0,EE9,264901.05,1115128.42,11.7
LB 2612,12-abr-12,4,2012,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,28-may-12,5,2012,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,18-jun-12,6,2012,8,8,0,EE9,264901.05,1115128.42,11.7
LB 2612,22-jul-12,7,2012,7,7,0,EE9,264901.05,1115128.42,11.7
