POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM ESTE,NU_COORD_UTM NORTE,°API
LB 0262A,19-jul-10,7,2010,14,14,0,NN4,264303.39,1102635.60,14.4
LB 0262A,7-sep-10,9,2010,14,14,0,NN4,264303.39,1102635.60,14.4
LB 0262A,16-nov-10,11,2010,18,17,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,15-dic-10,12,2010,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,23-ene-11,1,2011,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,25-feb-11,2,2011,18,17,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,24-mar-11,3,2011,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,15-abr-11,4,2011,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,18-may-11,5,2011,17,16,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,23-ago-11,8,2011,17,16,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,23-oct-11,10,2011,14,14,0,NN4,264303.39,1102635.60,14.4
LB 0262A,9-nov-11,11,2011,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,20-dic-11,12,2011,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,13-ene-12,1,2012,17,16,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,23-feb-12,2,2012,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,13-mar-12,3,2012,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,6-abr-12,4,2012,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,26-may-12,5,2012,13,13,0,NN4,264303.39,1102635.60,14.4
LB 0262A,13-jun-12,6,2012,17,16,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,20-jul-12,7,2012,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,6-ago-12,8,2012,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,17-sep-12,9,2012,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,19-oct-12,10,2012,17,16,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,16-nov-12,11,2012,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,19-ene-13,1,2013,12,12,0,NN4,264303.39,1102635.60,14.4
LB 0262A,19-feb-13,2,2013,12,12,0,NN4,264303.39,1102635.60,14.4
LB 0262A,15-mar-13,3,2013,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,23-abr-13,4,2013,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,25-may-13,5,2013,14,14,0,NN4,264303.39,1102635.60,14.4
LB 0262A,18-jun-13,6,2013,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,15-jul-13,7,2013,13,13,0,NN4,264303.39,1102635.60,14.4
LB 0262A,11-ago-13,8,2013,14,14,0,NN4,264303.39,1102635.60,14.4
LB 0262A,25-sep-13,9,2013,15,15,0,NN4,264303.39,1102635.60,14.4
LB 0262A,12-oct-13,10,2013,13,13,0,NN4,264303.39,1102635.60,14.4
LB 0262A,16-nov-13,11,2013,16,15,0.06,NN4,264303.39,1102635.60,14.4
LB 0262A,20-ene-14,1,2014,10,10,0,NN4,264303.39,1102635.60,14.4
LB 0262A,12-feb-14,2,2014,12,12,0,NN4,264303.39,1102635.60,14.4
LB 0263,27-ene-09,1,2009,13,12,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,27-feb-09,2,2009,8,8,0,MM4,263307.61,1103226.60,12.3
LB 0263,8-abr-09,4,2009,15,14,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,28-jun-09,6,2009,15,14,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,5-jul-09,7,2009,13,12,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,24-ago-09,8,2009,13,12,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,7-sep-09,9,2009,12,12,0,MM4,263307.61,1103226.60,12.3
LB 0263,11-nov-09,11,2009,12,12,0,MM4,263307.61,1103226.60,12.3
LB 0263,9-dic-09,12,2009,15,14,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,25-jun-10,6,2010,15,13,0.13,MM4,263307.61,1103226.60,12.3
LB 0263,6-jul-10,7,2010,17,15,0.12,MM4,263307.61,1103226.60,12.3
LB 0263,1-ago-10,8,2010,18,16,0.11,MM4,263307.61,1103226.60,12.3
LB 0263,4-sep-10,9,2010,18,17,0.06,MM4,263307.61,1103226.60,12.3
LB 0263,4-oct-10,10,2010,18,17,0.06,MM4,263307.61,1103226.60,12.3
LB 0263,18-nov-10,11,2010,22,20,0.09,MM4,263307.61,1103226.60,12.3
LB 0263,5-dic-10,12,2010,25,23,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,8-ene-11,1,2011,26,24,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,5-feb-11,2,2011,26,24,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,5-mar-11,3,2011,27,25,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,14-abr-11,4,2011,30,28,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,7-may-11,5,2011,26,24,0.08,MM4,263307.61,1103226.60,12.3
LB 0263,11-mar-12,3,2012,27,25,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,23-nov-12,11,2012,15,14,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,1-dic-12,12,2012,14,13,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,24-ene-13,1,2013,15,14,0.07,MM4,263307.61,1103226.60,12.3
LB 0263,25-jul-13,7,2013,14,13,0.07,MM4,263307.61,1103226.60,12.3
LB 0264,27-feb-11,2,2011,2,2,0,LL2,260474.78,1103352.30,17.4
LB 0264,11-mar-11,3,2011,2,2,0,LL2,260474.78,1103352.30,17.4
LB 0268,4-ene-09,1,2009,26,25,0.04,MM4,263504.45,1103109.90,13.9
LB 0268,27-feb-09,2,2009,19,16,0.16,MM4,263504.45,1103109.90,13.9
LB 0268,17-mar-09,3,2009,19,16,0.16,MM4,263504.45,1103109.90,13.9
LB 0268,16-jun-09,6,2009,11,10,0.09,MM4,263504.45,1103109.90,13.9
LB 0268,17-oct-09,10,2009,23,21,0.09,MM4,263504.45,1103109.90,13.9
LB 0268,8-nov-09,11,2009,18,17,0.06,MM4,263504.45,1103109.90,13.9
LB 0268,21-jul-10,7,2010,21,19,0.1,MM4,263504.45,1103109.90,13.9
LB 0268,7-ago-10,8,2010,25,23,0.08,MM4,263504.45,1103109.90,13.9
LB 0268,2-sep-10,9,2010,23,21,0.09,MM4,263504.45,1103109.90,13.9
LB 0268,3-nov-10,11,2010,25,23,0.08,MM4,263504.45,1103109.90,13.9
LB 0268,3-dic-10,12,2010,23,21,0.09,MM4,263504.45,1103109.90,13.9
LB 0268,13-ene-11,1,2011,21,19,0.1,MM4,263504.45,1103109.90,13.9
LB 0268,7-feb-11,2,2011,21,19,0.1,MM4,263504.45,1103109.90,13.9
LB 0268,21-mar-11,3,2011,20,18,0.1,MM4,263504.45,1103109.90,13.9
LB 0268,29-abr-11,4,2011,21,19,0.1,MM4,263504.45,1103109.90,13.9
LB 0268,10-sep-11,9,2011,22,20,0.09,MM4,263504.45,1103109.90,13.9
LB 0268,8-mar-12,3,2012,18,16,0.11,MM4,263504.45,1103109.90,13.9
LB 0268,20-sep-12,9,2012,14,13,0.07,MM4,263504.45,1103109.90,13.9
LB 0268,31-ene-13,1,2013,15,14,0.07,MM4,263504.45,1103109.90,13.9
LB 0268,22-mar-13,3,2013,15,14,0.07,MM4,263504.45,1103109.90,13.9
LB 0268,18-ago-13,8,2013,16,15,0.06,MM4,263504.45,1103109.90,13.9
LB 0268,21-abr-14,4,2014,13,12,0.08,MM4,263504.45,1103109.90,13.9
LB 0270,3-nov-10,11,2010,49,33,0.33,RR5,266812.36,1098376.80,12.7
LB 0270,13-ene-11,1,2011,24,16,0.33,RR5,266812.36,1098376.80,12.7
LB 0270,22-mar-11,3,2011,25,17,0.32,RR5,266812.36,1098376.80,12.7
LB 0270,1-jun-11,6,2011,25,17,0.32,RR5,266812.36,1098376.80,12.7
LB 0270,26-jul-11,7,2011,21,14,0.33,RR5,266812.36,1098376.80,12.7
LB 0270,29-dic-11,12,2011,16,12,0.25,RR5,266812.36,1098376.80,12.7
LB 0270,2-ago-13,8,2013,40,31,0.23,RR5,266812.36,1098376.80,12.7
LB 0270,29-sep-13,9,2013,35,27,0.23,RR5,266812.36,1098376.80,12.7
LB 0280A,17-ene-09,1,2009,16,15,0.06,MM4,263919.72,1103357.15,13.6
LB 0280A,6-feb-09,2,2009,15,14,0.07,MM4,263919.72,1103357.15,13.6
LB 0280A,9-mar-09,3,2009,18,17,0.06,MM4,263919.72,1103357.15,13.6
LB 0280A,7-may-09,5,2009,16,15,0.06,MM4,263919.72,1103357.15,13.6
LB 0280A,19-jun-09,6,2009,16,15,0.06,MM4,263919.72,1103357.15,13.6
LB 0280A,3-jul-09,7,2009,15,14,0.07,MM4,263919.72,1103357.15,13.6
LB 0280A,27-ago-09,8,2009,11,10,0.09,MM4,263919.72,1103357.15,13.6
LB 0280A,6-sep-09,9,2009,16,15,0.06,MM4,263919.72,1103357.15,13.6
LB 0280A,9-nov-09,11,2009,12,11,0.08,MM4,263919.72,1103357.15,13.6
LB 0280A,8-dic-09,12,2009,12,11,0.08,MM4,263919.72,1103357.15,13.6
LB 0280A,8-jul-10,7,2010,20,19,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,6-ago-10,8,2010,21,20,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,24-nov-10,11,2010,20,19,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,7-dic-10,12,2010,21,20,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,7-ene-11,1,2011,22,21,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,6-feb-11,2,2011,23,22,0.04,MM4,263919.72,1103357.15,13.6
LB 0280A,6-mar-11,3,2011,23,22,0.04,MM4,263919.72,1103357.15,13.6
LB 0280A,11-abr-11,4,2011,23,22,0.04,MM4,263919.72,1103357.15,13.6
LB 0280A,21-may-11,5,2011,27,25,0.07,MM4,263919.72,1103357.15,13.6
LB 0280A,25-ene-13,1,2013,22,21,0.05,MM4,263919.72,1103357.15,13.6
LB 0280A,19-feb-13,2,2013,24,23,0.04,MM4,263919.72,1103357.15,13.6
LB 0280A,18-ago-13,8,2013,13,12,0.08,MM4,263919.72,1103357.15,13.6
LB 0285A,24-ene-09,1,2009,18,17,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,5-feb-09,2,2009,17,16,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,27-mar-09,3,2009,20,19,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,19-may-09,5,2009,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,7-jun-09,6,2009,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,6-jul-09,7,2009,18,17,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,5-ago-09,8,2009,17,16,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,29-sep-09,9,2009,23,21,0.09,MM4,263734.57,1103703.90,11.8
LB 0285A,21-oct-09,10,2009,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,29-nov-09,11,2009,19,18,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,9-dic-09,12,2009,18,17,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,29-jul-10,7,2010,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,5-ago-10,8,2010,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,11-sep-10,9,2010,20,19,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,2-oct-10,10,2010,20,19,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,15-nov-10,11,2010,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,7-dic-10,12,2010,20,19,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,25-ene-11,1,2011,19,18,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,15-feb-11,2,2011,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,4-mar-11,3,2011,21,20,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,17-abr-11,4,2011,20,19,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,8-may-11,5,2011,19,18,0.05,MM4,263734.57,1103703.90,11.8
LB 0285A,20-feb-12,2,2012,18,17,0.06,MM4,263734.57,1103703.90,11.8
LB 0285A,15-mar-12,3,2012,15,14,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,18-may-12,5,2012,15,14,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,4-jun-12,6,2012,15,14,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,13-jul-12,7,2012,13,12,0.08,MM4,263734.57,1103703.90,11.8
LB 0285A,14-sep-12,9,2012,15,14,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,7-ene-13,1,2013,15,14,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,24-feb-13,2,2013,12,11,0.08,MM4,263734.57,1103703.90,11.8
LB 0285A,5-mar-13,3,2013,13,12,0.08,MM4,263734.57,1103703.90,11.8
LB 0285A,2-may-13,5,2013,10,9,0.1,MM4,263734.57,1103703.90,11.8
LB 0285A,19-jun-13,6,2013,14,13,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,18-ago-13,8,2013,14,13,0.07,MM4,263734.57,1103703.90,11.8
LB 0285A,9-sep-13,9,2013,10,9,0.1,MM4,263734.57,1103703.90,11.8
LB 0285A,21-abr-14,4,2014,13,12,0.08,MM4,263734.57,1103703.90,11.8
LB 0288A,25-feb-09,2,2009,80,44,0.45,SS5,267684.15,1097733.92,12.8
LB 0288A,5-mar-09,3,2009,76,42,0.45,SS5,267684.15,1097733.92,12.8
LB 0288A,10-abr-09,4,2009,63,35,0.44,SS5,267684.15,1097733.92,12.8
LB 0288A,19-ago-10,8,2010,58,32,0.45,SS5,267684.15,1097733.92,12.8
LB 0288A,16-sep-10,9,2010,64,36,0.44,SS5,267684.15,1097733.92,12.8
LB 0288A,4-nov-10,11,2010,30,17,0.43,SS5,267684.15,1097733.92,12.8
LB 0288A,3-dic-10,12,2010,24,13,0.46,SS5,267684.15,1097733.92,12.8
LB 0288A,27-feb-11,2,2011,38,21,0.45,SS5,267684.15,1097733.92,12.8
LB 0288A,11-mar-11,3,2011,48,27,0.44,SS5,267684.15,1097733.92,12.8
LB 0288A,31-ago-13,8,2013,209,84,0.6,SS5,267684.15,1097733.92,12.8
LB 0292A,21-ene-09,1,2009,20,18,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,17-feb-09,2,2009,17,15,0.12,MM4,263317.48,1103670.30,12.8
LB 0292A,29-mar-09,3,2009,23,21,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,20-abr-09,4,2009,19,17,0.11,MM4,263317.48,1103670.30,12.8
LB 0292A,2-may-09,5,2009,23,21,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,26-jun-09,6,2009,19,17,0.11,MM4,263317.48,1103670.30,12.8
LB 0292A,4-jul-09,7,2009,18,16,0.11,MM4,263317.48,1103670.30,12.8
LB 0292A,31-oct-09,10,2009,23,21,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,17-nov-09,11,2009,22,20,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,2-dic-09,12,2009,21,19,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,3-abr-10,4,2010,21,19,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,17-jul-10,7,2010,17,15,0.12,MM4,263317.48,1103670.30,12.8
LB 0292A,10-sep-10,9,2010,22,20,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,6-oct-10,10,2010,21,19,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,2-nov-10,11,2010,23,21,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,4-dic-10,12,2010,24,21,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,26-ene-11,1,2011,22,20,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,16-feb-11,2,2011,21,19,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,9-mar-11,3,2011,25,22,0.12,MM4,263317.48,1103670.30,12.8
LB 0292A,1-may-11,5,2011,23,21,0.09,MM4,263317.48,1103670.30,12.8
LB 0292A,1-jun-11,6,2011,20,18,0.1,MM4,263317.48,1103670.30,12.8
LB 0292A,19-feb-12,2,2012,17,15,0.12,MM4,263317.48,1103670.30,12.8
LB 0292A,18-mar-12,3,2012,17,15,0.12,MM4,263317.48,1103670.30,12.8
LB 0292A,21-abr-12,4,2012,16,14,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,20-may-12,5,2012,15,13,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,10-jun-12,6,2012,16,14,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,13-sep-12,9,2012,15,13,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,8-dic-12,12,2012,19,17,0.11,MM4,263317.48,1103670.30,12.8
LB 0292A,8-ene-13,1,2013,16,14,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,3-feb-13,2,2013,14,12,0.14,MM4,263317.48,1103670.30,12.8
LB 0292A,23-mar-13,3,2013,13,12,0.08,MM4,263317.48,1103670.30,12.8
LB 0292A,30-abr-13,4,2013,9,8,0.11,MM4,263317.48,1103670.30,12.8
LB 0292A,25-may-13,5,2013,15,13,0.13,MM4,263317.48,1103670.30,12.8
LB 0292A,16-jul-13,7,2013,13,12,0.08,MM4,263317.48,1103670.30,12.8
LB 0292A,21-abr-14,4,2014,4,4,0,MM4,263317.48,1103670.30,12.8
LB 0302A,7-ene-09,1,2009,43,42,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,6-feb-09,2,2009,38,37,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,9-mar-09,3,2009,36,35,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,10-abr-09,4,2009,38,37,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,9-may-09,5,2009,30,29,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,28-jun-09,6,2009,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,22-jul-09,7,2009,39,38,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,30-ago-09,8,2009,38,37,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,30-sep-09,9,2009,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,7-oct-09,10,2009,42,41,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,13-nov-09,11,2009,39,38,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,19-feb-10,2,2010,39,38,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,8-mar-10,3,2010,39,38,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,18-abr-10,4,2010,37,36,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,18-jun-10,6,2010,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,14-jul-10,7,2010,37,36,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,5-ago-10,8,2010,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,6-sep-10,9,2010,37,36,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,3-oct-10,10,2010,42,41,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,4-nov-10,11,2010,45,44,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,5-dic-10,12,2010,45,44,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,5-ene-11,1,2011,43,42,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,6-feb-11,2,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,6-mar-11,3,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,11-abr-11,4,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,28-jun-11,6,2011,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,16-jul-11,7,2011,42,41,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,15-ago-11,8,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,13-sep-11,9,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,5-oct-11,10,2011,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,13-ene-12,1,2012,42,41,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,4-feb-12,2,2012,44,43,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,7-mar-12,3,2012,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,4-abr-12,4,2012,42,41,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,17-may-12,5,2012,40,39,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,7-jun-12,6,2012,43,42,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,6-jul-12,7,2012,39,38,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,30-ago-12,8,2012,35,34,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,8-sep-12,9,2012,40,39,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,10-oct-12,10,2012,41,40,0.02,LL3,262030.56,1103592.90,12.9
LB 0302A,7-nov-12,11,2012,40,39,0.03,LL3,262030.56,1103592.90,12.9
LB 0302A,3-sep-13,9,2013,11,11,0,LL3,262030.56,1103592.90,12.9
LB 0302A,8-oct-13,10,2013,25,24,0.04,LL3,262030.56,1103592.90,12.9
LB 0302A,22-nov-13,11,2013,22,21,0.05,LL3,262030.56,1103592.90,12.9
LB 0302A,29-dic-13,12,2013,22,21,0.05,LL3,262030.56,1103592.90,12.9
LB 0302A,12-abr-14,4,2014,22,21,0.05,LL3,262030.56,1103592.90,12.9
LB 0303,22-feb-09,2,2009,9,9,0,NN5,264703.20,1103100.20,13.6
LB 0303,2-mar-09,3,2009,11,11,0,NN5,264703.20,1103100.20,13.6
LB 0303,11-abr-09,4,2009,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,15-may-09,5,2009,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,11-jun-09,6,2009,13,12,0.08,NN5,264703.20,1103100.20,13.6
LB 0303,17-ago-09,8,2009,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,28-sep-09,9,2009,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,4-oct-09,10,2009,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,24-nov-10,11,2010,14,12,0.14,NN5,264703.20,1103100.20,13.6
LB 0303,28-dic-10,12,2010,13,11,0.15,NN5,264703.20,1103100.20,13.6
LB 0303,24-ene-11,1,2011,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,9-feb-11,2,2011,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,8-mar-11,3,2011,12,10,0.17,NN5,264703.20,1103100.20,13.6
LB 0303,18-abr-11,4,2011,9,8,0.11,NN5,264703.20,1103100.20,13.6
LB 0303,23-may-11,5,2011,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,27-jun-11,6,2011,14,12,0.14,NN5,264703.20,1103100.20,13.6
LB 0303,14-ago-11,8,2011,20,18,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,30-oct-11,10,2011,9,8,0.11,NN5,264703.20,1103100.20,13.6
LB 0303,9-nov-11,11,2011,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,22-dic-11,12,2011,14,12,0.14,NN5,264703.20,1103100.20,13.6
LB 0303,12-ene-12,1,2012,13,12,0.08,NN5,264703.20,1103100.20,13.6
LB 0303,13-feb-12,2,2012,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,16-mar-12,3,2012,12,11,0.08,NN5,264703.20,1103100.20,13.6
LB 0303,27-may-12,5,2012,12,11,0.08,NN5,264703.20,1103100.20,13.6
LB 0303,13-jun-12,6,2012,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,26-jul-12,7,2012,11,10,0.09,NN5,264703.20,1103100.20,13.6
LB 0303,30-ago-12,8,2012,10,9,0.1,NN5,264703.20,1103100.20,13.6
LB 0303,13-sep-12,9,2012,11,10,0.09,NN5,264703.20,1103100.20,13.6
